Entity,Code,Year,"Total population (Gapminder, HYDE & UN)",Continent,"Health expenditure per capita, PPP (constant 2011 international $)","Life expectancy at birth, total (years)"
Heavily indebted poor countries (HIPC),,1995,,,46.0159554800551,50.4963900393599
Heavily indebted poor countries (HIPC),,1996,,,50.3634769535231,50.755021247496
Heavily indebted poor countries (HIPC),,1997,,,51.1019921841912,51.0479766094823
Heavily indebted poor countries (HIPC),,1998,,,54.7831300779711,51.3811814760269
Heavily indebted poor countries (HIPC),,1999,,,56.4298466713273,51.7620900479982
Heavily indebted poor countries (HIPC),,2000,,,56.059866589042,52.2011921624773
Heavily indebted poor countries (HIPC),,2001,,,59.8056562714761,52.709742887937
Heavily indebted poor countries (HIPC),,2002,,,63.3054411502544,53.2893725907225
Heavily indebted poor countries (HIPC),,2003,,,67.7264135148882,53.9343625718801
Heavily indebted poor countries (HIPC),,2004,,,73.6237236905628,54.633296186588
Heavily indebted poor countries (HIPC),,2005,,,80.1291658629213,55.3705458777032
Heavily indebted poor countries (HIPC),,2006,,,86.7072817101282,56.1291451021547
Heavily indebted poor countries (HIPC),,2007,,,91.5996758243145,56.8885578323868
Heavily indebted poor countries (HIPC),,2008,,,98.4971988406938,57.6298179232254
Heavily indebted poor countries (HIPC),,2009,,,103.253783138801,58.3381248482459
Heavily indebted poor countries (HIPC),,2010,,,110.971550125553,59.0015934153104
Heavily indebted poor countries (HIPC),,2011,,,113.241170832927,59.6145896162271
Heavily indebted poor countries (HIPC),,2012,,,116.185256554676,60.1833247904443
Heavily indebted poor countries (HIPC),,2013,,,119.870489342781,60.7132108809683
Heavily indebted poor countries (HIPC),,2014,,,123.22948544326,61.2047933454608
Heavily indebted poor countries (HIPC),,2015,,,,61.6599734531366
Heavily indebted poor countries (HIPC),,2016,,,,62.0817538874784
High income,,1960,,,,68.3734178927053
High income,,1961,,,,68.7516258027134
High income,,1962,,,,68.7366643369618
High income,,1963,,,,68.9481619852736
High income,,1964,,,,69.3446273485531
High income,,1965,,,,69.4588190527188
High income,,1966,,,,69.7246809227308
High income,,1967,,,,69.953571017382
High income,,1968,,,,69.9068619960457
High income,,1969,,,,70.113234177234
High income,,1970,,,,70.4424069229468
High income,,1971,,,,70.7243571168692
High income,,1972,,,,71.0189020311837
High income,,1973,,,,71.1937900635829
High income,,1974,,,,71.6025264251358
High income,,1975,,,,71.9493737553879
High income,,1976,,,,72.2095119928853
High income,,1977,,,,72.5607926718247
High income,,1978,,,,72.7195735549794
High income,,1979,,,,73.0431844651827
High income,,1980,,,,73.0758753872131
High income,,1981,,,,73.4296270668419
High income,,1982,,,,73.7551731812243
High income,,1983,,,,73.8597343521362
High income,,1984,,,,74.1385313286304
High income,,1985,,,,74.2626479149787
High income,,1986,,,,74.5074516448515
High income,,1987,,,,74.7746368527175
High income,,1988,,,,74.8898279191358
High income,,1989,,,,75.1355148652392
High income,,1990,,,,75.2989308206495
High income,,1991,,,,75.4741331228867
High income,,1992,,,,75.7238816329362
High income,,1993,,,,75.8101615575069
High income,,1994,,,,76.0935154169434
High income,,1995,,,2077.9335690894,76.1627449264552
High income,,1996,,,2169.71228575969,76.5318213617967
High income,,1997,,,2266.06902499497,76.8610202126882
High income,,1998,,,2374.03843289276,77.0435519346129
High income,,1999,,,2502.72742550499,77.1885218132585
High income,,2000,,,2665.10633189905,77.4660886834438
High income,,2001,,,2859.61425049108,77.7642640421352
High income,,2002,,,3063.91941748516,77.9019791190628
High income,,2003,,,3256.78122714,78.0295481550925
High income,,2004,,,3443.90823194587,78.4369622006739
High income,,2005,,,3652.8409551157,78.5316116309291
High income,,2006,,,3888.97477768196,78.8292700129985
High income,,2007,,,4094.95905559873,79.0599738967178
High income,,2008,,,4295.40824113973,79.2046776412129
High income,,2009,,,4494.60236312718,79.4762337538632
High income,,2010,,,4614.20299643095,79.6521250673758
High income,,2011,,,4778.12409964898,79.8897240177293
High income,,2012,,,4912.68347390885,80.0070586685504
High income,,2013,,,5020.15630031646,80.1863324096944
High income,,2014,,,5204.81525053754,80.4424741922433
High income,,2015,,,,80.3320324337584
High income,,2016,,,,80.370146462123
IBRD only,,1960,,,,48.6739844606937
IBRD only,,1961,,,,49.198106900789
IBRD only,,1962,,,,49.8015981021439
IBRD only,,1963,,,,50.5453670038493
IBRD only,,1964,,,,51.4154791108625
IBRD only,,1965,,,,52.3929341456444
IBRD only,,1966,,,,53.4111696261426
IBRD only,,1967,,,,54.4135153338073
IBRD only,,1968,,,,55.3815343677556
IBRD only,,1969,,,,56.241893512775
IBRD only,,1970,,,,57.039386023017
IBRD only,,1971,,,,57.7419253756921
IBRD only,,1972,,,,58.3874171929171
IBRD only,,1973,,,,58.9981399423745
IBRD only,,1974,,,,59.5892183943381
IBRD only,,1975,,,,60.1059384651878
IBRD only,,1976,,,,60.6201409626067
IBRD only,,1977,,,,61.0941726191339
IBRD only,,1978,,,,61.5368144637006
IBRD only,,1979,,,,61.93235910006
IBRD only,,1980,,,,62.300528576784
IBRD only,,1981,,,,62.6697391090185
IBRD only,,1982,,,,63.0208183634608
IBRD only,,1983,,,,63.3293119489984
IBRD only,,1984,,,,63.6132175028954
IBRD only,,1985,,,,63.9415520553612
IBRD only,,1986,,,,64.3156467625678
IBRD only,,1987,,,,64.617459045778
IBRD only,,1988,,,,64.9098102312739
IBRD only,,1989,,,,65.1759348179731
IBRD only,,1990,,,,65.4348064349183
IBRD only,,1991,,,,65.6820290267636
IBRD only,,1992,,,,65.8842652628587
IBRD only,,1993,,,,66.0718971059634
IBRD only,,1994,,,,66.3234807471731
IBRD only,,1995,,,153.513720763829,66.6106592541747
IBRD only,,1996,,,164.082482458859,66.9501988897496
IBRD only,,1997,,,181.451516408765,67.3078876833652
IBRD only,,1998,,,188.57391399011,67.6429846935628
IBRD only,,1999,,,198.444181730564,67.9313546829522
IBRD only,,2000,,,211.454398824008,68.246523534227
IBRD only,,2001,,,229.029708237002,68.5718015423471
IBRD only,,2002,,,244.279576239847,68.8753859179247
IBRD only,,2003,,,262.20491766075,69.1788451678223
IBRD only,,2004,,,283.385860013231,69.4950559004312
IBRD only,,2005,,,318.101699411095,69.7834647484858
IBRD only,,2006,,,351.889406589868,70.1111440995685
IBRD only,,2007,,,386.266400560538,70.4218320768217
IBRD only,,2008,,,432.204364206082,70.7110365745732
IBRD only,,2009,,,486.845558433425,71.022642906195
IBRD only,,2010,,,504.239732240949,71.3043364829879
IBRD only,,2011,,,537.778299135335,71.6000551635944
IBRD only,,2012,,,584.467041095207,71.8594546933465
IBRD only,,2013,,,626.372827303364,72.1138814841604
IBRD only,,2014,,,665.232416430206,72.3413349247389
IBRD only,,2015,,,,72.5557524246454
IBRD only,,2016,,,,72.7627093293955
IDA & IBRD total,,1960,,,,47.5501691614769
IDA & IBRD total,,1961,,,,48.0650109676268
IDA & IBRD total,,1962,,,,48.6513039316772
IDA & IBRD total,,1963,,,,49.3584754856059
IDA & IBRD total,,1964,,,,50.1682552357829
IDA & IBRD total,,1965,,,,51.0630539956001
IDA & IBRD total,,1966,,,,51.9860211042562
IDA & IBRD total,,1967,,,,52.886834351762
IDA & IBRD total,,1968,,,,53.7508535984993
IDA & IBRD total,,1969,,,,54.5190239709823
IDA & IBRD total,,1970,,,,55.2307378308688
IDA & IBRD total,,1971,,,,55.862996420843
IDA & IBRD total,,1972,,,,56.4490345962289
IDA & IBRD total,,1973,,,,57.0098750812239
IDA & IBRD total,,1974,,,,57.5584020600195
IDA & IBRD total,,1975,,,,58.0493841043518
IDA & IBRD total,,1976,,,,58.5423357290382
IDA & IBRD total,,1977,,,,59.0039861563865
IDA & IBRD total,,1978,,,,59.4396521904514
IDA & IBRD total,,1979,,,,59.8342234338312
IDA & IBRD total,,1980,,,,60.2019917080035
IDA & IBRD total,,1981,,,,60.5684158538631
IDA & IBRD total,,1982,,,,60.9148484090228
IDA & IBRD total,,1983,,,,61.2217868146369
IDA & IBRD total,,1984,,,,61.5036801986098
IDA & IBRD total,,1985,,,,61.8157425773099
IDA & IBRD total,,1986,,,,62.1577924416375
IDA & IBRD total,,1987,,,,62.4341992899942
IDA & IBRD total,,1988,,,,62.6949105285807
IDA & IBRD total,,1989,,,,62.9301467042935
IDA & IBRD total,,1990,,,,63.1534241812471
IDA & IBRD total,,1991,,,,63.3691775469011
IDA & IBRD total,,1992,,,,63.5406720835664
IDA & IBRD total,,1993,,,,63.7058626821974
IDA & IBRD total,,1994,,,,63.9247316147597
IDA & IBRD total,,1995,,,134.763020801132,64.1758782075901
IDA & IBRD total,,1996,,,143.851220729103,64.4727964253665
IDA & IBRD total,,1997,,,157.532043356963,64.7917806917008
IDA & IBRD total,,1998,,,164.147272949494,65.0882908083485
IDA & IBRD total,,1999,,,171.743477780523,65.3574755620972
IDA & IBRD total,,2000,,,181.085681669535,65.6574566532453
IDA & IBRD total,,2001,,,195.646231613292,65.9703358161403
IDA & IBRD total,,2002,,,206.814474462087,66.2754660197879
IDA & IBRD total,,2003,,,224.018202418435,66.5909549880344
IDA & IBRD total,,2004,,,242.406212890316,66.9255216261297
IDA & IBRD total,,2005,,,270.424356650263,67.2458738980866
IDA & IBRD total,,2006,,,297.640466097583,67.6017526214248
IDA & IBRD total,,2007,,,326.52698899721,67.9466175706133
IDA & IBRD total,,2008,,,362.137304257366,68.273725270177
IDA & IBRD total,,2009,,,405.138697492083,68.6140729382814
IDA & IBRD total,,2010,,,414.681539520247,68.9242670146846
IDA & IBRD total,,2011,,,440.994494852859,69.2373813528134
IDA & IBRD total,,2012,,,475.410039407235,69.5160633487465
IDA & IBRD total,,2013,,,508.081352610763,69.7846748000646
IDA & IBRD total,,2014,,,537.641382282273,70.0267360333772
IDA & IBRD total,,2015,,,,70.2530754050824
IDA & IBRD total,,2016,,,,70.4686494352309
IDA blend,,1960,,,,43.605100572378
IDA blend,,1961,,,,44.2637808568109
IDA blend,,1962,,,,44.901587319561
IDA blend,,1963,,,,45.5162705533417
IDA blend,,1964,,,,46.1077158416197
IDA blend,,1965,,,,46.6769378748674
IDA blend,,1966,,,,47.226525330815
IDA blend,,1967,,,,47.7611624216094
IDA blend,,1968,,,,48.2823387078733
IDA blend,,1969,,,,48.7903665985118
IDA blend,,1970,,,,49.2844584219135
IDA blend,,1971,,,,49.7633739406993
IDA blend,,1972,,,,50.2254159441256
IDA blend,,1973,,,,50.6710334948763
IDA blend,,1974,,,,51.0986920997148
IDA blend,,1975,,,,51.5136599151518
IDA blend,,1976,,,,51.9194412314605
IDA blend,,1977,,,,52.31851764449
IDA blend,,1978,,,,52.7114011204053
IDA blend,,1979,,,,53.0950739373274
IDA blend,,1980,,,,53.4634334237583
IDA blend,,1981,,,,53.8086507421544
IDA blend,,1982,,,,54.1283850536744
IDA blend,,1983,,,,54.3978918820275
IDA blend,,1984,,,,54.6307298577913
IDA blend,,1985,,,,54.8166176643359
IDA blend,,1986,,,,54.9561305448838
IDA blend,,1987,,,,55.0596059306037
IDA blend,,1988,,,,55.1207503959625
IDA blend,,1989,,,,55.1595139210658
IDA blend,,1990,,,,55.1753610963541
IDA blend,,1991,,,,55.1637978697254
IDA blend,,1992,,,,55.1393993360101
IDA blend,,1993,,,,55.0947418066458
IDA blend,,1994,,,,55.0522582615816
IDA blend,,1995,,,84.655364156837,55.0194030810768
IDA blend,,1996,,,91.9865236133102,55.0064087089
IDA blend,,1997,,,92.4895527528189,55.023022476053
IDA blend,,1998,,,103.009346053264,55.0630210757405
IDA blend,,1999,,,102.390905011212,55.146346680983
IDA blend,,2000,,,93.9755079868206,55.2883116743184
IDA blend,,2001,,,100.724861801814,55.4967969697752
IDA blend,,2002,,,95.1820875038319,55.7761561243175
IDA blend,,2003,,,130.55464425686,56.1103313378081
IDA blend,,2004,,,150.448260577114,56.505315854242
IDA blend,,2005,,,158.740761864728,56.9488478444814
IDA blend,,2006,,,165.032507028841,57.43214469536
IDA blend,,2007,,,194.163808104704,57.9392443111256
IDA blend,,2008,,,189.966325061321,58.45229231685
IDA blend,,2009,,,200.400732367909,58.957410458655
IDA blend,,2010,,,149.759073945375,59.447070188262
IDA blend,,2011,,,163.316032877577,59.9025803208409
IDA blend,,2012,,,163.316051880252,60.3166464213152
IDA blend,,2013,,,178.461212000466,60.6995256620475
IDA blend,,2014,,,183.695845040674,61.0503717780548
IDA blend,,2015,,,,61.3700717491241
IDA blend,,2016,,,,61.6624482712323
IDA only,,1960,,,,41.1185815182948
IDA only,,1961,,,,41.6074466038935
IDA only,,1962,,,,42.1033798088291
IDA only,,1963,,,,42.6052708370317
IDA only,,1964,,,,43.1071753092666
IDA only,,1965,,,,43.5899810852049
IDA only,,1966,,,,44.031431776422
IDA only,,1967,,,,44.4171214221242
IDA only,,1968,,,,44.741983659757
IDA only,,1969,,,,45.0119378748161
IDA only,,1970,,,,45.2469064665912
IDA only,,1971,,,,45.4768819921761
IDA only,,1972,,,,45.7319917657709
IDA only,,1973,,,,46.0337544044787
IDA only,,1974,,,,46.3940447611685
IDA only,,1975,,,,46.8175058146987
IDA only,,1976,,,,47.3000839698179
IDA only,,1977,,,,47.8189674520713
IDA only,,1978,,,,48.346663505627
IDA only,,1979,,,,48.8612358630345
IDA only,,1980,,,,49.3498830935794
IDA only,,1981,,,,49.8680531634004
IDA only,,1982,,,,50.311412869954
IDA only,,1983,,,,50.7423580545317
IDA only,,1984,,,,51.1596515534885
IDA only,,1985,,,,51.5544315699467
IDA only,,1986,,,,51.9156924552097
IDA only,,1987,,,,52.2413611470663
IDA only,,1988,,,,52.5275558523029
IDA only,,1989,,,,52.8035261397512
IDA only,,1990,,,,53.056515194935
IDA only,,1991,,,,53.3189991371125
IDA only,,1992,,,,53.5994294474304
IDA only,,1993,,,,53.9027770551488
IDA only,,1994,,,,54.2267469956375
IDA only,,1995,,,45.3378322182185,54.5757169412624
IDA only,,1996,,,47.6905927566823,54.9480689924624
IDA only,,1997,,,47.3848938942834,55.3332465607855
IDA only,,1998,,,51.0819383212905,55.7301470168047
IDA only,,1999,,,51.2678364373057,56.149435592754
IDA only,,2000,,,52.0261382949394,56.5901722997632
IDA only,,2001,,,55.6765127259597,57.0626365227712
IDA only,,2002,,,59.5194162401884,57.5671991546249
IDA only,,2003,,,64.9872491291728,58.1120524530965
IDA only,,2004,,,70.3780152873975,58.6857690872772
IDA only,,2005,,,75.8976554592326,59.2791026990331
IDA only,,2006,,,82.7188040204085,59.8815935284557
IDA only,,2007,,,86.9183834092459,60.481788517417
IDA only,,2008,,,94.1856860935939,61.0645313246956
IDA only,,2009,,,99.862304504809,61.6186072259287
IDA only,,2010,,,106.275757709883,62.1330487989925
IDA only,,2011,,,109.489155887302,62.6096344105384
IDA only,,2012,,,112.316489789341,63.0555247115879
IDA only,,2013,,,116.902273730638,63.4741421340846
IDA only,,2014,,,122.53428738804,63.8680554891353
IDA only,,2015,,,,64.2390403565993
IDA only,,2016,,,,64.5896660220776
IDA total,,1960,,,,41.9212242001905
IDA total,,1961,,,,42.4645743994123
IDA total,,1962,,,,43.0061325030828
IDA total,,1963,,,,43.5443292958772
IDA total,,1964,,,,44.0749712514859
IDA total,,1965,,,,44.5853863437671
IDA total,,1966,,,,45.061270705992
IDA total,,1967,,,,45.4944557108246
IDA total,,1968,,,,45.8821643724692
IDA total,,1969,,,,46.2288253387772
IDA total,,1970,,,,46.5479787405589
IDA total,,1971,,,,46.8596752659362
IDA total,,1972,,,,47.1837444848333
IDA total,,1973,,,,47.5348962450944
IDA total,,1974,,,,47.9205077171049
IDA total,,1975,,,,48.3451998990635
IDA total,,1976,,,,48.8071585991029
IDA total,,1977,,,,49.2915335656765
IDA total,,1978,,,,49.7797231458129
IDA total,,1979,,,,50.2557696046143
IDA total,,1980,,,,50.7089797925481
IDA total,,1981,,,,51.1707091355689
IDA total,,1982,,,,51.5769181300777
IDA total,,1983,,,,51.957111546058
IDA total,,1984,,,,52.3157973958851
IDA total,,1985,,,,52.6433273408013
IDA total,,1986,,,,52.9325728710091
IDA total,,1987,,,,53.1857089804101
IDA total,,1988,,,,53.3975905914568
IDA total,,1989,,,,53.5946330513632
IDA total,,1990,,,,53.7682180162824
IDA total,,1991,,,,53.9383075121834
IDA total,,1992,,,,54.1159920782271
IDA total,,1993,,,,54.3020456789244
IDA total,,1994,,,,54.5028751516454
IDA total,,1995,,,58.6167465945037,54.7239222879373
IDA total,,1996,,,62.6422426715911,54.9675350744341
IDA total,,1997,,,62.6038523549046,55.229816447985
IDA total,,1998,,,68.5512428549637,55.5079383749605
IDA total,,1999,,,68.4531811104282,55.8157017632686
IDA total,,2000,,,66.4657336377517,56.1575725727396
IDA total,,2001,,,71.1666067459017,56.543087193497
IDA total,,2002,,,71.5287959866428,56.9738257988915
IDA total,,2003,,,87.0327002795096,57.4500478644064
IDA total,,2004,,,97.2633395670018,57.965696834671
IDA total,,2005,,,103.686019735507,58.5104302228063
IDA total,,2006,,,110.311788404995,59.0742548636574
IDA total,,2007,,,122.859240014088,59.6441395431515
IDA total,,2008,,,126.286812132575,60.2040159090072
IDA total,,2009,,,133.569560154821,60.741829003024
IDA total,,2010,,,120.868867401504,61.2473614036301
IDA total,,2011,,,127.573784359721,61.7161215107845
IDA total,,2012,,,129.333474400709,62.1509562307794
IDA total,,2013,,,137.457406562264,62.557143511055
IDA total,,2014,,,142.971010014521,62.9361951614773
IDA total,,2015,,,,63.2897018196369
IDA total,,2016,,,,63.6207191186284
Late-demographic dividend,,1960,,,,50.2453900698002
Late-demographic dividend,,1961,,,,50.7477600977156
Late-demographic dividend,,1962,,,,51.3891695246553
Late-demographic dividend,,1963,,,,52.2618080362476
Late-demographic dividend,,1964,,,,53.3678007626557
Late-demographic dividend,,1965,,,,54.6706219152451
Late-demographic dividend,,1966,,,,56.0457879809408
Late-demographic dividend,,1967,,,,57.4013655936997
Late-demographic dividend,,1968,,,,58.6856324154402
Late-demographic dividend,,1969,,,,59.7882647207107
Late-demographic dividend,,1970,,,,60.7693452690371
Late-demographic dividend,,1971,,,,61.5902626147125
Late-demographic dividend,,1972,,,,62.3139769621433
Late-demographic dividend,,1973,,,,62.9808289026509
Late-demographic dividend,,1974,,,,63.6275176072827
Late-demographic dividend,,1975,,,,64.1576951595877
Late-demographic dividend,,1976,,,,64.7056302965566
Late-demographic dividend,,1977,,,,65.2129580271308
Late-demographic dividend,,1978,,,,65.6833938541445
Late-demographic dividend,,1979,,,,66.0920505699139
Late-demographic dividend,,1980,,,,66.4742103850574
Late-demographic dividend,,1981,,,,66.8660583041609
Late-demographic dividend,,1982,,,,67.2294034877219
Late-demographic dividend,,1983,,,,67.5064200514097
Late-demographic dividend,,1984,,,,67.7315430726629
Late-demographic dividend,,1985,,,,68.020487032039
Late-demographic dividend,,1986,,,,68.3775460577845
Late-demographic dividend,,1987,,,,68.5801278169629
Late-demographic dividend,,1988,,,,68.7691558724448
Late-demographic dividend,,1989,,,,68.9057485325191
Late-demographic dividend,,1990,,,,69.0403405914382
Late-demographic dividend,,1991,,,,69.1624392605297
Late-demographic dividend,,1992,,,,69.1861597655835
Late-demographic dividend,,1993,,,,69.1929082645748
Late-demographic dividend,,1994,,,,69.321502518832
Late-demographic dividend,,1995,,,167.98879443493,69.5418864573588
Late-demographic dividend,,1996,,,185.149318158203,69.8726174829973
Late-demographic dividend,,1997,,,206.467937247942,70.2293335711721
Late-demographic dividend,,1998,,,213.876032325183,70.5751576956531
Late-demographic dividend,,1999,,,223.361495510984,70.8624873883376
Late-demographic dividend,,2000,,,238.002102976031,71.2171637413152
Late-demographic dividend,,2001,,,257.687433374803,71.5994488634675
Late-demographic dividend,,2002,,,284.865643933632,71.9576468832241
Late-demographic dividend,,2003,,,308.609684710188,72.311145954879
Late-demographic dividend,,2004,,,334.922837978942,72.6793321961348
Late-demographic dividend,,2005,,,379.1345184201,72.9883108800588
Late-demographic dividend,,2006,,,426.148527848571,73.3481306524987
Late-demographic dividend,,2007,,,470.492080317991,73.662441974215
Late-demographic dividend,,2008,,,545.544021841747,73.9303490388643
Late-demographic dividend,,2009,,,624.204856688857,74.217410737746
Late-demographic dividend,,2010,,,646.216334972272,74.443005658712
Late-demographic dividend,,2011,,,703.317030354787,74.7136664108212
Late-demographic dividend,,2012,,,776.298256120372,74.9267045283947
Late-demographic dividend,,2013,,,839.169839092494,75.1482690827433
Late-demographic dividend,,2014,,,899.309502721722,75.3429799480451
Late-demographic dividend,,2015,,,,75.5296671748281
Late-demographic dividend,,2016,,,,75.7156592203858
Latin America,,-10000,278282,,,
Latin America,,-9000,362548,,,
Latin America,,-8000,489240,,,
Latin America,,-7000,679625,,,
Latin America,,-6000,967278,,,
Latin America,,-5000,1405425,,,
Latin America,,-4000,2093001,,,
Latin America,,-3000,3164199,,,
Latin America,,-2000,4850915,,,
Latin America,,-1000,7579675,,,
Latin America,,0,11981719,,,
Latin America,,100,12694655,,,
Latin America,,200,13450847,,,
Latin America,,300,14253298,,,
Latin America,,400,15105313,,,
Latin America,,500,16010564,,,
Latin America,,600,16973172,,,
Latin America,,700,17997828,,,
Latin America,,800,19089954,,,
Latin America,,900,21702980,,,
Latin America,,1000,24329090,,,
Latin America,,1100,27235356,,,
Latin America,,1200,30162988,,,
Latin America,,1300,33126608,,,
Latin America,,1400,36136712,,,
Latin America,,1500,39219552,,,
Latin America,,1600,8808243,,,
Latin America,,1700,12259440,,,
Latin America,,1710,12869362,,,
Latin America,,1720,13503017,,,
Latin America,,1730,14164007,,,
Latin America,,1740,14856724,,,
Latin America,,1750,15586479,,,
Latin America,,1760,16359871,,,
Latin America,,1770,17185104,,,
Latin America,,1780,18086046,,,
Latin America,,1790,19058212,,,
Latin America,,1800,20116440,,,
Latin America,,1810,21695380,,,
Latin America,,1820,23750090,,,
Latin America,,1830,27206032,,,
Latin America,,1840,30531208,,,
Latin America,,1850,34345088,,,
Latin America,,1860,38470660,,,
Latin America,,1870,42262096,,,
Latin America,,1880,47062212,,,
Latin America,,1890,56723460,,,
Latin America,,1900,66091760,,,
Latin America,,1910,79000400,,,
Latin America,,1920,95631248,,,
Latin America,,1930,117370496,,,
Latin America,,1940,132145520,,,
Latin America,,1950,168820992,,,
Latin America,,1951,173280000,,,
Latin America,,1952,177916000,,,
Latin America,,1953,182708992,,,
Latin America,,1954,187648000,,,
Latin America,,1955,192727008,,,
Latin America,,1956,197948992,,,
Latin America,,1957,203320000,,,
Latin America,,1958,208854000,,,
Latin America,,1959,214566000,,,
Latin America,,1960,220470000,,,
Latin America,,1961,226568000,,,
Latin America,,1962,232848992,,,
Latin America,,1963,239283008,,,
Latin America,,1964,245828992,,,
Latin America,,1965,252456000,,,
Latin America,,1966,259154000,,,
Latin America,,1967,265926000,,,
Latin America,,1968,272768000,,,
Latin America,,1969,279684000,,,
Latin America,,1970,286676000,,,
Latin America,,1971,293737984,,,
Latin America,,1972,300868992,,,
Latin America,,1973,308079008,,,
Latin America,,1974,315377984,,,
Latin America,,1975,322776992,,,
Latin America,,1976,330272000,,,
Latin America,,1977,337860000,,,
Latin America,,1978,345548000,,,
Latin America,,1979,353344992,,,
Latin America,,1980,361252992,,,
Latin America,,1981,369275008,,,
Latin America,,1982,377396000,,,
Latin America,,1983,385587008,,,
Latin America,,1984,393806016,,,
Latin America,,1985,402024000,,,
Latin America,,1986,410223008,,,
Latin America,,1987,418404000,,,
Latin America,,1988,426564992,,,
Latin America,,1989,434710016,,,
Latin America,,1990,442840000,,,
Latin America,,1991,450947008,,,
Latin America,,1992,459019008,,,
Latin America,,1993,467055008,,,
Latin America,,1994,475056000,,,
Latin America,,1995,483017984,,,
Latin America,,1996,490944000,,,
Latin America,,1997,498822016,,,
Latin America,,1998,506620992,,,
Latin America,,1999,514300992,,,
Latin America,,2000,521836000,,,
Latin America,,2001,529212992,,,
Latin America,,2002,536441984,,,
Latin America,,2003,543544000,,,
Latin America,,2004,550555008,,,
Latin America,,2005,557500992,,,
Latin America,,2006,564385024,,,
Latin America,,2007,571201984,,,
Latin America,,2008,577963008,,,
Latin America,,2009,584678016,,,
Latin America,,2010,591352000,,,
Latin America,,2011,597995008,,,
Latin America,,2012,604598976,,,
Latin America,,2013,611144000,,,
Latin America,,2014,617596032,,,
Latin America,,2015,623934016,,,
Latin America,,2016,630145024,,,
Latin America,,2017,636233024,,,
Latin America,,2018,642217024,,,
Latin America,,2019,648121024,,,
Latin America & Caribbean,,1960,,,,56.0544135925826
Latin America & Caribbean,,1961,,,,56.536488719677
Latin America & Caribbean,,1962,,,,57.0007149577625
Latin America & Caribbean,,1963,,,,57.4479722436981
Latin America & Caribbean,,1964,,,,57.8793734569607
Latin America & Caribbean,,1965,,,,58.3002643764214
Latin America & Caribbean,,1966,,,,58.7164449674454
Latin America & Caribbean,,1967,,,,59.1321181244669
Latin America & Caribbean,,1968,,,,59.55155410224
Latin America & Caribbean,,1969,,,,59.9755220796666
Latin America & Caribbean,,1970,,,,60.4019911967897
Latin America & Caribbean,,1971,,,,60.82791825508
Latin America & Caribbean,,1972,,,,61.2465544055346
Latin America & Caribbean,,1973,,,,61.6541948583062
Latin America & Caribbean,,1974,,,,62.0495604612892
Latin America & Caribbean,,1975,,,,62.4332258252206
Latin America & Caribbean,,1976,,,,62.8089423812347
Latin America & Caribbean,,1977,,,,63.1805142788486
Latin America & Caribbean,,1978,,,,63.5517973162914
Latin America & Caribbean,,1979,,,,63.9238859023421
Latin America & Caribbean,,1980,,,,64.296072250019
Latin America & Caribbean,,1981,,,,64.6662616776245
Latin America & Caribbean,,1982,,,,65.032727248995
Latin America & Caribbean,,1983,,,,65.3906851145191
Latin America & Caribbean,,1984,,,,65.7438283759256
Latin America & Caribbean,,1985,,,,66.0907719197104
Latin America & Caribbean,,1986,,,,66.4321230677501
Latin America & Caribbean,,1987,,,,66.7699387069684
Latin America & Caribbean,,1988,,,,67.1055647131615
Latin America & Caribbean,,1989,,,,67.4427012916922
Latin America & Caribbean,,1990,,,,67.7861914138206
Latin America & Caribbean,,1991,,,,68.140639068242
Latin America & Caribbean,,1992,,,,68.5082053146936
Latin America & Caribbean,,1993,,,,68.8859866689222
Latin America & Caribbean,,1994,,,,69.274383384272
Latin America & Caribbean,,1995,,,428.175877259025,69.6679787914515
Latin America & Caribbean,,1996,,,444.594659444515,70.0615832969396
Latin America & Caribbean,,1997,,,471.055375309403,70.4494594665082
Latin America & Caribbean,,1998,,,482.109460707416,70.8239105739132
Latin America & Caribbean,,1999,,,506.333935172617,71.1829326838039
Latin America & Caribbean,,2000,,,521.455778015388,71.5298314829906
Latin America & Caribbean,,2001,,,547.357392104345,71.8501708564076
Latin America & Caribbean,,2002,,,546.127129768211,72.1556211331992
Latin America & Caribbean,,2003,,,572.123552313201,72.4432786850988
Latin America & Caribbean,,2004,,,615.995708119746,72.717823026967
Latin America & Caribbean,,2005,,,712.907744792037,72.9825373380929
Latin America & Caribbean,,2006,,,765.51277107386,73.2403874519773
Latin America & Caribbean,,2007,,,834.049156584119,73.4914220767815
Latin America & Caribbean,,2008,,,878.499499868468,73.7347319890022
Latin America & Caribbean,,2009,,,949.503658806276,73.9804575428207
Latin America & Caribbean,,2010,,,954.507801370799,74.2220028650889
Latin America & Caribbean,,2011,,,985.485317584761,74.4590556400681
Latin America & Caribbean,,2012,,,1021.35162492161,74.6884191733679
Latin America & Caribbean,,2013,,,1076.33136382857,74.9110522560835
Latin America & Caribbean,,2014,,,1109.74260508992,75.1271940228282
Latin America & Caribbean,,2015,,,,75.3354843581914
Latin America & Caribbean,,2016,,,,75.5400506153496
Latin America & Caribbean (IDA & IBRD),,1960,,,,55.6350900148908
Latin America & Caribbean (IDA & IBRD),,1961,,,,56.1191890368738
Latin America & Caribbean (IDA & IBRD),,1962,,,,56.5838263805058
Latin America & Caribbean (IDA & IBRD),,1963,,,,57.0298718904599
