Entity,Code,Year,"Total population (Gapminder, HYDE & UN)",Continent,"Health expenditure per capita, PPP (constant 2011 international $)","Life expectancy at birth, total (years)",Region And Year,,Year,"Total population (Gapminder, HYDE & UN)",Continent,"GDP per capita, PPP (constant 2011 international $)",Diabetes prevalence (% of population ages 20 to 79),,,,,,,,,,,,,Entity,Code,Year,"Total population (Gapminder, HYDE & UN)",Continent,"GDP per capita, PPP (constant 2011 international $)",Diabetes prevalence (% of population ages 20 to 79),Region and year
Latin America & Caribbean (excluding high income),,1973,,,,60.7558710896726,Latin America & Caribbean (excluding high income)1973,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Saint Barthlemy,,2004,8000,,,,Saint Barthlemy2004
Latin America & Caribbean (excluding high income),,1974,,,,61.1613626620259,Latin America & Caribbean (excluding high income)1974,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Saint Barthlemy,,2005,9000,,,,Saint Barthlemy2005
Latin America & Caribbean (excluding high income),,1975,,,,61.5535240641398,Latin America & Caribbean (excluding high income)1975,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Saint Barthlemy,,2006,9000,,,,Saint Barthlemy2006
Latin America & Caribbean (excluding high income),,1976,,,,61.9365383805121,Latin America & Caribbean (excluding high income)1976,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Saint Barthlemy,,2007,9000,,,,Saint Barthlemy2007
Latin America & Caribbean (excluding high income),,1977,,,,62.3149054880761,Latin America & Caribbean (excluding high income)1977,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Saint Barthlemy,,2008,9000,,,,Saint Barthlemy2008
Latin America & Caribbean (excluding high income),,1978,,,,62.6926797175959,Latin America & Caribbean (excluding high income)1978,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Saint Barthlemy,,2009,9000,,,,Saint Barthlemy2009
Latin America & Caribbean (excluding high income),,1979,,,,63.0719435243535,Latin America & Caribbean (excluding high income)1979,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Saint Barthlemy,,2010,9000,,,,Saint Barthlemy2010
Latin America & Caribbean (excluding high income),,1980,,,,63.4527296810758,Latin America & Caribbean (excluding high income)1980,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Saint Barthlemy,,2011,9000,,,,Saint Barthlemy2011
Latin America & Caribbean (excluding high income),,1981,,,,63.8338716064599,Latin America & Caribbean (excluding high income)1981,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Saint Barthlemy,,2012,9000,,,,Saint Barthlemy2012
Latin America & Caribbean (excluding high income),,1982,,,,64.2140872941676,Latin America & Caribbean (excluding high income)1982,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Saint Barthlemy,,2013,10000,,,,Saint Barthlemy2013
Latin America & Caribbean (excluding high income),,1983,,,,64.5873019270077,Latin America & Caribbean (excluding high income)1983,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Saint Barthlemy,,2014,10000,,,,Saint Barthlemy2014
Latin America & Caribbean (excluding high income),,1984,,,,64.9586867912728,Latin America & Caribbean (excluding high income)1984,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Saint Barthlemy,,2015,10000,,,,Saint Barthlemy2015
Latin America & Caribbean (excluding high income),,1985,,,,65.325688096927,Latin America & Caribbean (excluding high income)1985,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Saint Barthlemy,,2016,10000,,,,Saint Barthlemy2016
Latin America & Caribbean (excluding high income),,1986,,,,65.6883317907646,Latin America & Caribbean (excluding high income)1986,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Saint Barthlemy,,2017,10000,,,,Saint Barthlemy2017
Latin America & Caribbean (excluding high income),,1987,,,,66.0481359409574,Latin America & Caribbean (excluding high income)1987,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Saint Barthlemy,,2018,10000,,,,Saint Barthlemy2018
Latin America & Caribbean (excluding high income),,1988,,,,66.4048071175458,Latin America & Caribbean (excluding high income)1988,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Saint Barthlemy,,2019,10000,,,,Saint Barthlemy2019
Latin America & Caribbean (excluding high income),,1989,,,,66.7629242592258,Latin America & Caribbean (excluding high income)1989,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Small states,,2000,,,12657.5878311569,,Small states2000
Latin America & Caribbean (excluding high income),,1990,,,,67.1272015397684,Latin America & Caribbean (excluding high income)1990,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Small states,,2001,,,12950.7907698744,,Small states2001
Latin America & Caribbean (excluding high income),,1991,,,,67.5030274067513,Latin America & Caribbean (excluding high income)1991,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Small states,,2002,,,13329.7780524937,,Small states2002
Latin America & Caribbean (excluding high income),,1992,,,,67.8932496855926,Latin America & Caribbean (excluding high income)1992,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Small states,,2003,,,13749.054976287,,Small states2003
Latin America & Caribbean (excluding high income),,1993,,,,68.294230439944,Latin America & Caribbean (excluding high income)1993,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Small states,,2004,,,14686.6879561525,,Small states2004
Latin America & Caribbean (excluding high income),,1994,,,,68.7068912237003,Latin America & Caribbean (excluding high income)1994,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Small states,,2005,,,15222.1060302174,,Small states2005
Latin America & Caribbean (excluding high income),,1995,,,424.211262839069,69.1250271356365,Latin America & Caribbean (excluding high income)1995,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Small states,,2006,,,16504.2555129515,,Small states2006
Latin America & Caribbean (excluding high income),,1996,,,439.852671518823,69.54257866395,Latin America & Caribbean (excluding high income)1996,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Small states,,2007,,,17559.8212202593,,Small states2007
Latin America & Caribbean (excluding high income),,1997,,,467.072707603746,69.953403040644,Latin America & Caribbean (excluding high income)1997,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Small states,,2008,,,18332.4756200318,,Small states2008
Latin America & Caribbean (excluding high income),,1998,,,476.088850368943,70.3487203359703,Latin America & Caribbean (excluding high income)1998,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Small states,,2009,,,18176.148351377,,Small states2009
Latin America & Caribbean (excluding high income),,1999,,,501.532172323397,70.7267405679957,Latin America & Caribbean (excluding high income)1999,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Small states,,2010,,,19121.4592839875,,Small states2010
Latin America & Caribbean (excluding high income),,2000,,,516.211396085044,71.0840676462609,Latin America & Caribbean (excluding high income)2000,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Small states,,2011,,,20039.200963529,,Small states2011
Latin America & Caribbean (excluding high income),,2001,,,542.166273254801,71.4197534293778,Latin America & Caribbean (excluding high income)2001,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Small states,,2012,,,20345.4694373349,,Small states2012
Latin America & Caribbean (excluding high income),,2002,,,540.428378726848,71.737694213926,Latin America & Caribbean (excluding high income)2002,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Small states,,2013,,,20539.0964959147,,Small states2013
Latin America & Caribbean (excluding high income),,2003,,,563.556217374572,72.0396247757775,Latin America & Caribbean (excluding high income)2003,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Small states,,2014,,,20678.9415067307,,Small states2014
Latin America & Caribbean (excluding high income),,2004,,,604.553758265734,72.329628220529,Latin America & Caribbean (excluding high income)2004,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Small states,,2015,,,20801.2361825453,,Small states2015
Latin America & Caribbean (excluding high income),,2005,,,703.460024207835,72.6096942203558,Latin America & Caribbean (excluding high income)2005,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Small states,,2016,,,20734.5160598989,,Small states2016
Latin America & Caribbean (excluding high income),,2006,,,754.170311021873,72.8822031414918,Latin America & Caribbean (excluding high income)2006,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,Small states,,2017,,,20761.674927981,9.36726990692718,Small states2017
Latin America & Caribbean (excluding high income),,2007,,,823.535743753339,73.1490195727958,Latin America & Caribbean (excluding high income)2007,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,South Asia,,1990,,,1847.59755643543,,South Asia1990
Latin America & Caribbean (excluding high income),,2008,,,867.459755616461,73.4108657304912,Latin America & Caribbean (excluding high income)2008,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,South Asia,,1991,,,1844.15993218438,,South Asia1991
Latin America & Caribbean (excluding high income),,2009,,,937.097542469415,73.6692339651193,Latin America & Caribbean (excluding high income)2009,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,South Asia,,1992,,,1909.44249187449,,South Asia1992
Latin America & Caribbean (excluding high income),,2010,,,940.328258539599,73.9224147133129,Latin America & Caribbean (excluding high income)2010,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,South Asia,,1993,,,1949.86440490887,,South Asia1993
Latin America & Caribbean (excluding high income),,2011,,,967.67593536392,74.1701151987694,Latin America & Caribbean (excluding high income)2011,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,South Asia,,1994,,,2023.93890128316,,South Asia1994
Latin America & Caribbean (excluding high income),,2012,,,1000.27405980075,74.4097324494745,Latin America & Caribbean (excluding high income)2012,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,South Asia,,1995,,,2119.61922983198,,South Asia1995
Latin America & Caribbean (excluding high income),,2013,,,1053.14094331855,74.6403948358198,Latin America & Caribbean (excluding high income)2013,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,South Asia,,1996,,,2218.80881509258,,South Asia1996
Latin America & Caribbean (excluding high income),,2014,,,1084.93380090095,74.8628564002532,Latin America & Caribbean (excluding high income)2014,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,South Asia,,1997,,,2256.27235450659,,South Asia1997
Latin America & Caribbean (excluding high income),,2015,,,,75.0776424083584,Latin America & Caribbean (excluding high income)2015,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,South Asia,,1998,,,2335.14807200693,,South Asia1998
Latin America & Caribbean (excluding high income),,2016,,,,75.2866736438754,Latin America & Caribbean (excluding high income)2016,,2017,,,13620.0200733451,8.95625581221891,,,,,,,,,,,,,South Asia,,1999,,,2466.74003077743,,South Asia1999
Least developed countries: UN classification,,1960,,,,40.2357261875548,Least developed countries: UN classification1960,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia,,2000,,,2520.23647405419,,South Asia2000
Least developed countries: UN classification,,1961,,,,40.7106147912187,Least developed countries: UN classification1961,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia,,2001,,,2579.88061431234,,South Asia2001
Least developed countries: UN classification,,1962,,,,41.1947721472741,Least developed countries: UN classification1962,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia,,2002,,,2627.92372977266,,South Asia2002
Least developed countries: UN classification,,1963,,,,41.6868984747927,Least developed countries: UN classification1963,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia,,2003,,,2767.6432054818,,South Asia2003
Least developed countries: UN classification,,1964,,,,42.181012946146,Least developed countries: UN classification1964,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia,,2004,,,2926.16244768334,,South Asia2004
Least developed countries: UN classification,,1965,,,,42.6567528991085,Least developed countries: UN classification1965,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia,,2005,,,3130.56806434697,,South Asia2005
Least developed countries: UN classification,,1966,,,,43.0892705495047,Least developed countries: UN classification1966,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia,,2006,,,3346.10795782385,,South Asia2006
Least developed countries: UN classification,,1967,,,,43.4624665318651,Least developed countries: UN classification1967,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia,,2007,,,3588.22992755856,,South Asia2007
Least developed countries: UN classification,,1968,,,,43.7695858475568,Least developed countries: UN classification1968,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia,,2008,,,3669.8291298263,,South Asia2008
Least developed countries: UN classification,,1969,,,,44.0162405846723,Least developed countries: UN classification1969,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia,,2009,,,3887.93973323779,,South Asia2009
Least developed countries: UN classification,,1970,,,,44.2233138287275,Least developed countries: UN classification1970,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia,,2010,,,4173.3101721082,,South Asia2010
Least developed countries: UN classification,,1971,,,,44.4224067439498,Least developed countries: UN classification1971,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia,,2011,,,4371.63818306563,,South Asia2011
Least developed countries: UN classification,,1972,,,,44.6462694196184,Least developed countries: UN classification1972,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia,,2012,,,4547.64992301789,,South Asia2012
Least developed countries: UN classification,,1973,,,,44.9195269846938,Least developed countries: UN classification1973,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia,,2013,,,4758.13957041178,,South Asia2013
Least developed countries: UN classification,,1974,,,,45.2562445543443,Least developed countries: UN classification1974,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia,,2014,,,5022.28461086005,,South Asia2014
Least developed countries: UN classification,,1975,,,,45.6632131599328,Least developed countries: UN classification1975,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia,,2015,,,5332.82227812348,,South Asia2015
Least developed countries: UN classification,,1976,,,,46.1371782765384,Least developed countries: UN classification1976,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia,,2016,,,5624.74471773812,,South Asia2016
Least developed countries: UN classification,,1977,,,,46.6533265954462,Least developed countries: UN classification1977,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia,,2017,,,5914.96531627296,9.93783504311129,South Asia2017
Least developed countries: UN classification,,1978,,,,47.1809758559507,Least developed countries: UN classification1978,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia (IDA & IBRD),,1990,,,1847.59755643543,,South Asia (IDA & IBRD)1990
Least developed countries: UN classification,,1979,,,,47.6949380477136,Least developed countries: UN classification1979,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia (IDA & IBRD),,1991,,,1844.15993218438,,South Asia (IDA & IBRD)1991
Least developed countries: UN classification,,1980,,,,48.1799894954183,Least developed countries: UN classification1980,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia (IDA & IBRD),,1992,,,1909.44249187449,,South Asia (IDA & IBRD)1992
Least developed countries: UN classification,,1981,,,,48.6337183849688,Least developed countries: UN classification1981,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia (IDA & IBRD),,1993,,,1949.86440490886,,South Asia (IDA & IBRD)1993
Least developed countries: UN classification,,1982,,,,49.0670428854878,Least developed countries: UN classification1982,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia (IDA & IBRD),,1994,,,2023.93890128316,,South Asia (IDA & IBRD)1994
Least developed countries: UN classification,,1983,,,,49.4862579235407,Least developed countries: UN classification1983,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia (IDA & IBRD),,1995,,,2119.61922983198,,South Asia (IDA & IBRD)1995
Least developed countries: UN classification,,1984,,,,49.8914620698693,Least developed countries: UN classification1984,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia (IDA & IBRD),,1996,,,2218.80881509258,,South Asia (IDA & IBRD)1996
Least developed countries: UN classification,,1985,,,,50.2741571128765,Least developed countries: UN classification1985,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia (IDA & IBRD),,1997,,,2256.27235450659,,South Asia (IDA & IBRD)1997
Least developed countries: UN classification,,1986,,,,50.6232656200868,Least developed countries: UN classification1986,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia (IDA & IBRD),,1998,,,2335.14807200693,,South Asia (IDA & IBRD)1998
Least developed countries: UN classification,,1987,,,,50.9357454952627,Least developed countries: UN classification1987,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia (IDA & IBRD),,1999,,,2466.74003077742,,South Asia (IDA & IBRD)1999
Least developed countries: UN classification,,1988,,,,51.2141093221599,Least developed countries: UN classification1988,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia (IDA & IBRD),,2000,,,2520.23647405419,,South Asia (IDA & IBRD)2000
Least developed countries: UN classification,,1989,,,,51.4693263198252,Least developed countries: UN classification1989,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia (IDA & IBRD),,2001,,,2579.88061431233,,South Asia (IDA & IBRD)2001
Least developed countries: UN classification,,1990,,,,51.7209722022559,Least developed countries: UN classification1990,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia (IDA & IBRD),,2002,,,2627.92372977266,,South Asia (IDA & IBRD)2002
Least developed countries: UN classification,,1991,,,,51.9931100742219,Least developed countries: UN classification1991,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia (IDA & IBRD),,2003,,,2767.6432054818,,South Asia (IDA & IBRD)2003
Least developed countries: UN classification,,1992,,,,52.3003510589747,Least developed countries: UN classification1992,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia (IDA & IBRD),,2004,,,2926.16244768334,,South Asia (IDA & IBRD)2004
Least developed countries: UN classification,,1993,,,,52.645822667624,Least developed countries: UN classification1993,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia (IDA & IBRD),,2005,,,3130.56806434697,,South Asia (IDA & IBRD)2005
Least developed countries: UN classification,,1994,,,,53.0226691634282,Least developed countries: UN classification1994,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia (IDA & IBRD),,2006,,,3346.10795782385,,South Asia (IDA & IBRD)2006
Least developed countries: UN classification,,1995,,,37.997030466421,53.4244667702266,Least developed countries: UN classification1995,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia (IDA & IBRD),,2007,,,3588.22992755857,,South Asia (IDA & IBRD)2007
Least developed countries: UN classification,,1996,,,38.8489370769013,53.8482383950003,Least developed countries: UN classification1996,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia (IDA & IBRD),,2008,,,3669.8291298263,,South Asia (IDA & IBRD)2008
Least developed countries: UN classification,,1997,,,39.1255790826663,54.2914854321821,Least developed countries: UN classification1997,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia (IDA & IBRD),,2009,,,3887.93973323779,,South Asia (IDA & IBRD)2009
Least developed countries: UN classification,,1998,,,42.2609352109662,54.7519572260649,Least developed countries: UN classification1998,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia (IDA & IBRD),,2010,,,4173.3101721082,,South Asia (IDA & IBRD)2010
Least developed countries: UN classification,,1999,,,43.0021196673791,55.2300304489573,Least developed countries: UN classification1999,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia (IDA & IBRD),,2011,,,4371.63818306563,,South Asia (IDA & IBRD)2011
Least developed countries: UN classification,,2000,,,43.7153577272548,55.729413039882,Least developed countries: UN classification2000,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia (IDA & IBRD),,2012,,,4547.64992301789,,South Asia (IDA & IBRD)2012
Least developed countries: UN classification,,2001,,,49.3042254546866,56.2571021273505,Least developed countries: UN classification2001,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia (IDA & IBRD),,2013,,,4758.13957041178,,South Asia (IDA & IBRD)2013
Least developed countries: UN classification,,2002,,,52.7335744199797,56.8177628119103,Least developed countries: UN classification2002,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia (IDA & IBRD),,2014,,,5022.28461086005,,South Asia (IDA & IBRD)2014
Least developed countries: UN classification,,2003,,,58.0881915314036,57.4102877448907,Least developed countries: UN classification2003,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia (IDA & IBRD),,2015,,,5332.82227812348,,South Asia (IDA & IBRD)2015
Least developed countries: UN classification,,2004,,,63.0559336697778,58.0291932082017,Least developed countries: UN classification2004,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia (IDA & IBRD),,2016,,,5624.74471773812,,South Asia (IDA & IBRD)2016
Least developed countries: UN classification,,2005,,,67.6455138653627,58.6664864871333,Least developed countries: UN classification2005,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,South Asia (IDA & IBRD),,2017,,,5914.96531627296,9.93783504311129,South Asia (IDA & IBRD)2017
Least developed countries: UN classification,,2006,,,77.2412857565768,59.3139136878378,Least developed countries: UN classification2006,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,Sub-Saharan Africa,,1990,,,2513.88830156637,,Sub-Saharan Africa1990
Least developed countries: UN classification,,2007,,,79.2255110997532,59.9596192673043,Least developed countries: UN classification2007,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,Sub-Saharan Africa,,1991,,,2450.51961563909,,Sub-Saharan Africa1991
Least developed countries: UN classification,,2008,,,88.4000631503453,60.5919570539325,Least developed countries: UN classification2008,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,Sub-Saharan Africa,,1992,,,2355.29330094693,,Sub-Saharan Africa1992
Least developed countries: UN classification,,2009,,,94.4761931352827,61.2019289409397,Least developed countries: UN classification2009,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,Sub-Saharan Africa,,1993,,,2302.94264759751,,Sub-Saharan Africa1993
Least developed countries: UN classification,,2010,,,99.668782088825,61.7791981413611,Least developed countries: UN classification2010,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,Sub-Saharan Africa,,1994,,,2279.26759706136,,Sub-Saharan Africa1994
Least developed countries: UN classification,,2011,,,102.456144624422,62.3168705571668,Least developed countries: UN classification2011,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,Sub-Saharan Africa,,1995,,,2290.6903148589,,Sub-Saharan Africa1995
Least developed countries: UN classification,,2012,,,104.441536158155,62.815987448887,Least developed countries: UN classification2012,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,Sub-Saharan Africa,,1996,,,2349.7173080932,,Sub-Saharan Africa1996
Least developed countries: UN classification,,2013,,,108.85142738424,63.2776503796616,Least developed countries: UN classification2013,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,Sub-Saharan Africa,,1997,,,2371.46431497598,,Sub-Saharan Africa1997
Least developed countries: UN classification,,2014,,,111.291416711143,63.7017169572641,Least developed countries: UN classification2014,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,Sub-Saharan Africa,,1998,,,2368.28122976685,,Sub-Saharan Africa1998
Least developed countries: UN classification,,2015,,,,64.0895866544639,Least developed countries: UN classification2015,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,Sub-Saharan Africa,,1999,,,2358.55216081229,,Sub-Saharan Africa1999
Least developed countries: UN classification,,2016,,,,64.4451978135641,Least developed countries: UN classification2016,,2017,,,2495.87769763065,6.27506730363686,,,,,,,,,,,,,Sub-Saharan Africa,,2000,,,2379.28619353157,,Sub-Saharan Africa2000
Low & middle income,,1960,,,,47.0940384627115,Low & middle income1960,,2017,,,10014.43550213,8.65933300853707,,,,,,,,,,,,,Sub-Saharan Africa,,2001,,,2413.06785206608,,Sub-Saharan Africa2001
Low & middle income,,1961,,,,47.6188476831215,Low & middle income1961,,2017,,,10014.43550213,8.65933300853707,,,,,,,,,,,,,Sub-Saharan Africa,,2002,,,2436.50652601787,,Sub-Saharan Africa2002
Low & middle income,,1962,,,,48.2253296190508,Low & middle income1962,,2017,,,10014.43550213,8.65933300853707,,,,,,,,,,,,,Sub-Saharan Africa,,2003,,,2492.59574781196,,Sub-Saharan Africa2003
Low & middle income,,1963,,,,48.9406679041605,Low & middle income1963,,2017,,,10014.43550213,8.65933300853707,,,,,,,,,,,,,Sub-Saharan Africa,,2004,,,2723.83423915139,,Sub-Saharan Africa2004
Low & middle income,,1964,,,,49.7704046128324,Low & middle income1964,,2017,,,10014.43550213,8.65933300853707,,,,,,,,,,,,,Sub-Saharan Africa,,2005,,,2799.53291376506,,Sub-Saharan Africa2005
Low & middle income,,1965,,,,50.681649777279,Low & middle income1965,,2017,,,10014.43550213,8.65933300853707,,,,,,,,,,,,,Sub-Saharan Africa,,2006,,,2915.67577889479,,Sub-Saharan Africa2006
Low & middle income,,1966,,,,51.6278201141743,Low & middle income1966,,2017,,,10014.43550213,8.65933300853707,,,,,,,,,,,,,Sub-Saharan Africa,,2007,,,3040.48432394998,,Sub-Saharan Africa2007
Low & middle income,,1967,,,,52.5599962345828,Low & middle income1967,,2017,,,10014.43550213,8.65933300853707,,,,,,,,,,,,,Sub-Saharan Africa,,2008,,,3121.92353915132,,Sub-Saharan Africa2008
Low & middle income,,1968,,,,53.4389152063392,Low & middle income1968,,2017,,,10014.43550213,8.65933300853707,,,,,,,,,,,,,Sub-Saharan Africa,,2009,,,3138.26822090886,,Sub-Saharan Africa2009
Low & middle income,,1969,,,,54.2349249406552,Low & middle income1969,,2017,,,10014.43550213,8.65933300853707,,,,,,,,,,,,,Sub-Saharan Africa,,2010,,,3227.60615351135,,Sub-Saharan Africa2010
Low & middle income,,1970,,,,54.9649305406358,Low & middle income1970,,2017,,,10014.43550213,8.65933300853707,,,,,,,,,,,,,Sub-Saharan Africa,,2011,,,3294.6889044495,,Sub-Saharan Africa2011
Low & middle income,,1971,,,,55.6172781813643,Low & middle income1971,,2017,,,10014.43550213,8.65933300853707,,,,,,,,,,,,,Sub-Saharan Africa,,2012,,,3327.87687402587,,Sub-Saharan Africa2012
Low & middle income,,1972,,,,56.2057717063584,Low & middle income1972,,2017,,,10014.43550213,8.65933300853707,,,,,,,,,,,,,Sub-Saharan Africa,,2013,,,3405.80701425313,,Sub-Saharan Africa2013
Low & middle income,,1973,,,,56.779720984495,Low & middle income1973,,2017,,,10014.43550213,8.65933300853707,,,,,,,,,,,,,Sub-Saharan Africa,,2014,,,3478.79883891557,,Sub-Saharan Africa2014
Low & middle income,,1974,,,,57.3352782725009,Low & middle income1974,,2017,,,10014.43550213,8.65933300853707,,,,,,,,,,,,,Sub-Saharan Africa,,2015,,,3499.27121088731,,Sub-Saharan Africa2015
Low & middle income,,1975,,,,57.8416900130803,Low & middle income1975,,2017,,,10014.43550213,8.65933300853707,,,,,,,,,,,,,Sub-Saharan Africa,,2016,,,3458.9644269693,,Sub-Saharan Africa2016
Low & middle income,,1976,,,,58.3426091369794,Low & middle income1976,,2017,,,10014.43550213,8.65933300853707,,,,,,,,,,,,,Sub-Saharan Africa,,2017,,,3466.7319488649,4.8478837401164,Sub-Saharan Africa2017
Low & middle income,,1977,,,,58.8149455353157,Low & middle income1977,,2017,,,10014.43550213,8.65933300853707,,,,,,,,,,,,,Sub-Saharan Africa (IDA & IBRD),,1990,,,2513.88830156637,,Sub-Saharan Africa (IDA & IBRD)1990
